Not After,OCN,Org Name,Cert
"01 Oct 23 20:58 UTC","423G","TransNexus, Inc.","https://certificates.clearip.com/6e308e2f-b328-4f35-8a08-1f71bd1e078b/011f9b2cf0aa5112d33ce11ff3330689.pem"
"06 Jul 24 21:30 UTC","423G","TransNexus, Inc.","https://certificates.clearip.com/6e308e2f-b328-4f35-8a08-1f71bd1e078b/09dbee10172f94170de3da6b2672aacd.pem"
"19 Oct 23 21:00 UTC","423G","TransNexus, Inc.","https://certificates.clearip.com/6e308e2f-b328-4f35-8a08-1f71bd1e078b/1067ed01c1944fcb1df87ad9fe0f6992.pem"
"12 Jun 24 21:26 UTC","423G","TransNexus, Inc.","https://certificates.clearip.com/6e308e2f-b328-4f35-8a08-1f71bd1e078b/157555b126d1018a1c747942b661b026.pem"
"12 Dec 23 21:06 UTC","423G","TransNexus, Inc.","https://certificates.clearip.com/6e308e2f-b328-4f35-8a08-1f71bd1e078b/18cae82e48278d730f78c8869850af55.pem"
"16 Sep 24 21:38 UTC","423G","TransNexus, Inc.","https://certificates.clearip.com/6e308e2f-b328-4f35-8a08-1f71bd1e078b/1e6f1172c5e6d83610523cff3aa2741f.pem"
"31 Oct 23 21:02 UTC","423G","TransNexus, Inc.","https://certificates.clearip.com/6e308e2f-b328-4f35-8a08-1f71bd1e078b/33a05c4d19a6cb0ae26f741ab6506276.pem"
"10 Oct 23 20:59 UTC","423G","TransNexus, Inc.","https://certificates.clearip.com/6e308e2f-b328-4f35-8a08-1f71bd1e078b/469747e31ca7a61ccd5b46624bfc3e12.pem"
"07 Oct 23 20:58 UTC","423G","TransNexus, Inc.","https://certificates.clearip.com/6e308e2f-b328-4f35-8a08-1f71bd1e078b/4a7e1dc7129b1058e79dca95b9b587ac.pem"
"13 Oct 23 20:59 UTC","423G","TransNexus, Inc.","https://certificates.clearip.com/6e308e2f-b328-4f35-8a08-1f71bd1e078b/4c8c92b240d28fe59021e41e02fe2875.pem"
"09 Jun 24 21:25 UTC","423G","TransNexus, Inc.","https://certificates.clearip.com/6e308e2f-b328-4f35-8a08-1f71bd1e078b/532e496aab9f9c32e7bea78e55e0e49c.pem"
"04 Oct 23 20:58 UTC","423G","TransNexus, Inc.","https://certificates.clearip.com/6e308e2f-b328-4f35-8a08-1f71bd1e078b/631d1279c7c710ae8be9a67b4895c975.pem"
"17 Aug 24 21:34 UTC","423G","TransNexus, Inc.","https://certificates.clearip.com/6e308e2f-b328-4f35-8a08-1f71bd1e078b/6acb00ce9a6b16fbd6563c157387b7e2.pem"
"25 Oct 23 21:02 UTC","423G","TransNexus, Inc.","https://certificates.clearip.com/6e308e2f-b328-4f35-8a08-1f71bd1e078b/6d8ffbc1eb2f0bc99a2dfb31736638aa.pem"
"15 Jun 24 21:26 UTC","423G","TransNexus, Inc.","https://certificates.clearip.com/6e308e2f-b328-4f35-8a08-1f71bd1e078b/8a88eae332a07342d2e1cefee0513a25.pem"
"12 Nov 23 21:03 UTC","423G","TransNexus, Inc.","https://certificates.clearip.com/6e308e2f-b328-4f35-8a08-1f71bd1e078b/987f960ec396877e6479bb67a1454c1c.pem"
"21 Nov 23 21:04 UTC","423G","TransNexus, Inc.","https://certificates.clearip.com/6e308e2f-b328-4f35-8a08-1f71bd1e078b/9c7b38114f1bf323648b8eb197dc6f60.pem"
"23 Jan 24 21:10 UTC","423G","TransNexus, Inc.","https://certificates.clearip.com/6e308e2f-b328-4f35-8a08-1f71bd1e078b/d24aaf44106932cde42dab73a8b56e15.pem"
"25 Sep 23 20:57 UTC","423G","TransNexus, Inc.","https://certificates.clearip.com/6e308e2f-b328-4f35-8a08-1f71bd1e078b/d8f2582d4cdd9540807078915b11d713.pem"
"14 Aug 24 21:34 UTC","423G","TransNexus, Inc.","https://certificates.clearip.com/6e308e2f-b328-4f35-8a08-1f71bd1e078b/ea7b8dd949804075f033b90c21501ca6.pem"
"19 May 24 21:22 UTC","423G","TransNexus, Inc.","https://certificates.clearip.com/6e308e2f-b328-4f35-8a08-1f71bd1e078b/ecae5a618183388f293ab1b81b0044ae.pem"
"19 Aug 24 21:28 UTC","242K","TransNexus, Inc.","https://certificates.clearip.com/6fa91173-e74d-4426-8148-04a0cbc063c6/c6286e6a470b32df2d4126bf8de440d5.pem"
"07 Oct 24 21:40 UTC","1676","TransNexus, Inc.","https://certificates.clearip.com/705fa592-0f34-4999-9e00-79e522ca5c70/56de99fde4102661a204ebf5370a2d41.pem"
"03 Oct 23 15:40 UTC","034K","TransNexus, Inc.","https://certificates.clearip.com/752ccfc5-e1bb-471c-9502-53983fe453a5/1fabb51e5f48e03218198ae6534248f5.pem"
"15 Sep 24 06:03 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/08435f709b7c7517287cf3ebb4040194.pem"
"03 Feb 24 05:43 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/0bfa34de7257cd3249a86984897a4db8.pem"
"05 Jul 24 05:57 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/0f6aed2d88a3e242eeff8eb106fbc8ee.pem"
"27 Oct 23 05:34 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/0ffd2dfddb7afb5a1d58afb06605d913.pem"
"24 Oct 23 05:34 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/212b25b0a0eab192583dd949e360e01f.pem"
"17 Jun 24 05:55 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/213db73cdfcca506b70daef4679739fc.pem"
"22 Aug 24 06:00 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/250f7f4f850967552e41991fb9562c21.pem"
"29 Jun 24 05:57 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/274a2d7c55467b6b5f0016bcf7cceaf1.pem"
"11 Sep 23 22:07 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/279ee74b9bb248fd3787fe33a375108f.pem"
"28 Aug 24 06:01 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/2c69823984f8ed869aa8f9be9529613c.pem"
"28 Jan 24 05:42 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/37065a303c38e1fa8f0ccdcb0e09f235.pem"
"05 Sep 23 22:06 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/43dffb1fc32760ffe9272dd63abedbcf.pem"
"22 Jan 24 05:42 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/44b202683a2b06584faf8f6760a62275.pem"
"30 Oct 23 05:35 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/46c5012f17ac2e35b2a3d360123cfa71.pem"
"21 Aug 23 22:05 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/47ff9649077a61a1c9338028d1f5fe7f.pem"
"23 Sep 23 22:08 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/4d93c82db04bd4d7568d2b7642844ee5.pem"
"30 Sep 24 06:04 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/54bd153a76c7d2052408efc0dee57070.pem"
"03 Sep 24 06:01 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/56ab184dc1087a4c16d98ffc3d78af10.pem"
"11 Jun 24 05:55 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/5b3c29dea503f3c5783a32809d0a516f.pem"
"01 Aug 24 05:58 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/5de81db36e7e9aa84d1d09c633f33e87.pem"
"18 Oct 23 05:33 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/62e3a1c09118ea4bb699ebff73aec13e.pem"
"16 Aug 24 06:00 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/6556dd2881edeef0d3ff7345927aaadb.pem"
"02 Jul 24 05:57 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/6bf86d90e76b3594a07953d629ecd69f.pem"
"15 Aug 23 22:05 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/6e6483548c6aa3a4e57cc495b73ef8b9.pem"
"23 Jun 24 05:56 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/74123f079307ad5ecda6f8e43c597cb0.pem"
"26 Sep 23 22:08 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/78e9de1e745b8e54550b4757c4519bb2.pem"
"15 Oct 23 05:33 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/7e6210787161f7377da3e067e26fb28a.pem"
"20 Sep 23 22:08 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/8060717b9f319c35e8ff8febf3909bb9.pem"
"13 Aug 24 06:00 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/8330940f956efc5b23def3d5415f849f.pem"
"30 Sep 23 05:32 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/85e8429e795e524c41402fa5b128c11f.pem"
"29 Jul 24 05:58 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/8b25394ca85e9b141c25c34cc6bd7c2a.pem"
"17 Jul 24 05:58 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/8ec8dba9e7006301067050ced577b3ec.pem"
"24 Sep 24 06:04 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/924f145759704a19239f1ef9acc23d03.pem"
"29 Nov 23 05:37 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/96e21a10a15e4aec4beed92ec2372181.pem"
"02 Sep 23 22:06 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/a5487f34556398c9112eb4c2f3032fbd.pem"
"31 Jan 24 05:42 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/ac017b88cfe0fee0063593ba38ab55b6.pem"
"14 Jul 24 05:57 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/b0d146a9fc0838d37b16e4ef3bd8e7a0.pem"
"27 Aug 23 22:06 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/b20b2b776bc792d9be070d1572199d00.pem"
"14 Jun 24 05:55 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/b6d4ebe5dfa018d52ea1b9f25a517d2a.pem"
"23 Jul 24 05:58 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/b7aee29cbd44604cc24186a638eda44c.pem"
"12 Oct 23 05:33 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/b901d0e7be5c4867625c53332bdd8476.pem"
"31 Aug 24 06:01 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/bd29c3720c1f96f16789d081e7092cd3.pem"
"17 Sep 23 22:08 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/bf6a50cda6211916e734f6b529616e57.pem"
"25 Jan 24 05:42 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/cdc12ddcd9085be12c4c5c38b55bb04d.pem"
"09 Sep 24 06:03 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/d92cd3d7113d2e5cf38a9cf2bc1fda20.pem"
"06 Feb 24 05:43 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/e0738340dd0870d138a371ca39ad2fda.pem"
"15 May 24 05:53 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/e99f7d9fed1c8ac00c08a34b31632503.pem"
"12 Feb 24 05:44 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/ed9694166aa89211bffcf766cbd08da1.pem"
"11 Dec 23 05:38 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/f242a6c14ec55f783e5b0f92686ba164.pem"
"09 Oct 23 05:33 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/f26a2698f91382c1854bed7a012a85f1.pem"
"02 Nov 23 05:35 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/f58bff914960e67a3a35a42f5d991fb4.pem"
"10 Jan 24 05:41 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/f60eb8a065117293ef4a28aeead3b679.pem"
"03 Oct 23 05:32 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/f8c1990752720763462524ab88b4cf27.pem"
"19 Aug 24 06:00 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/fce51bebd6a82db0817c4b9c840cf8eb.pem"
"30 Aug 23 22:06 UTC","606F","TransNexus, Inc.","https://certificates.clearip.com/756cb700-f9d2-4a05-850e-c9dfe3e22de4/fe98e0f4c3e377c2668d3ff37f633936.pem"
"30 Jan 24 17:26 UTC","538K","TransNexus, Inc.","https://certificates.clearip.com/75efec9a-2f90-4c9f-a1dc-edbbb8c364b7/440ee578f3a3f211b6b51219b08df4b7.pem"
"07 Nov 23 17:19 UTC","538K","TransNexus, Inc.","https://certificates.clearip.com/75efec9a-2f90-4c9f-a1dc-edbbb8c364b7/6d1583d5c2dbdada574fb165a10e4d70.pem"
"02 Sep 24 17:44 UTC","538K","TransNexus, Inc.","https://certificates.clearip.com/75efec9a-2f90-4c9f-a1dc-edbbb8c364b7/7c12233c1c1c7b56b2084496f290ae42.pem"
"05 Sep 23 17:13 UTC","538K","TransNexus, Inc.","https://certificates.clearip.com/75efec9a-2f90-4c9f-a1dc-edbbb8c364b7/82b22d2c4fdec121ff8e3040e72a74cd.pem"
"13 Nov 23 17:19 UTC","538K","TransNexus, Inc.","https://certificates.clearip.com/75efec9a-2f90-4c9f-a1dc-edbbb8c364b7/8a4ce9887d0fb098f6fff6569dd94eaf.pem"
"21 Jan 24 17:25 UTC","538K","TransNexus, Inc.","https://certificates.clearip.com/75efec9a-2f90-4c9f-a1dc-edbbb8c364b7/8b6278470afdf436f0589b7e91090ef9.pem"
"07 Dec 23 17:21 UTC","538K","TransNexus, Inc.","https://certificates.clearip.com/75efec9a-2f90-4c9f-a1dc-edbbb8c364b7/ae7ff3868b1208caaf0adb4508316caa.pem"
"02 Feb 24 17:26 UTC","538K","TransNexus, Inc.","https://certificates.clearip.com/75efec9a-2f90-4c9f-a1dc-edbbb8c364b7/af837bf7530d5302514e3592fdf29790.pem"
"24 Jan 24 17:25 UTC","538K","TransNexus, Inc.","https://certificates.clearip.com/75efec9a-2f90-4c9f-a1dc-edbbb8c364b7/d1956c21ba4ecb0db9aa3aa9289057c7.pem"
"15 Jan 24 17:24 UTC","538K","TransNexus, Inc.","https://certificates.clearip.com/75efec9a-2f90-4c9f-a1dc-edbbb8c364b7/dd2614d8850c28564e23780f3add254e.pem"
"19 Oct 23 12:34 UTC","1577","TransNexus, Inc.","https://certificates.clearip.com/7c83d108-6ff5-4c02-a73c-2e1acc936871/02d23f3b0ad7ba912eb2cbb523d31a62.pem"
"16 Sep 23 12:32 UTC","1577","TransNexus, Inc.","https://certificates.clearip.com/7c83d108-6ff5-4c02-a73c-2e1acc936871/03a05acc56d098d6cb995cad10c126bb.pem"
"22 Sep 23 12:33 UTC","1577","TransNexus, Inc.","https://certificates.clearip.com/7c83d108-6ff5-4c02-a73c-2e1acc936871/09d6a1ec5fb18ee222520f1001337f3f.pem"
"01 Oct 23 12:33 UTC","1577","TransNexus, Inc.","https://certificates.clearip.com/7c83d108-6ff5-4c02-a73c-2e1acc936871/1fcea5289211d21efe5289a26a534982.pem"
"19 Sep 23 12:33 UTC","1577","TransNexus, Inc.","https://certificates.clearip.com/7c83d108-6ff5-4c02-a73c-2e1acc936871/3fc7588a5d634ea4c18fb98673f1aba9.pem"
"22 Oct 23 12:34 UTC","1577","TransNexus, Inc.","https://certificates.clearip.com/7c83d108-6ff5-4c02-a73c-2e1acc936871/449553591e9c296a206ff77efe9fcbc3.pem"
"25 Oct 23 12:34 UTC","1577","TransNexus, Inc.","https://certificates.clearip.com/7c83d108-6ff5-4c02-a73c-2e1acc936871/900779d453b4fa6a61d37dac4055afc8.pem"
"25 Sep 23 12:33 UTC","1577","TransNexus, Inc.","https://certificates.clearip.com/7c83d108-6ff5-4c02-a73c-2e1acc936871/b3b499af7aa670c15241d0bc3921e1bf.pem"
"04 Oct 23 12:34 UTC","1577","TransNexus, Inc.","https://certificates.clearip.com/7c83d108-6ff5-4c02-a73c-2e1acc936871/b9d7aa68d295555306a8746abe613431.pem"
"28 Oct 23 12:34 UTC","1577","TransNexus, Inc.","https://certificates.clearip.com/7c83d108-6ff5-4c02-a73c-2e1acc936871/c5238687241846b672c8742bc766248d.pem"
"29 Aug 23 12:32 UTC","1577","TransNexus, Inc.","https://certificates.clearip.com/7c83d108-6ff5-4c02-a73c-2e1acc936871/e3d9d5f2aaf71a29a6c1495470edc435.pem"
"18 Jun 24 18:19 UTC","905K","TransNexus, Inc.","https://certificates.clearip.com/7e9d4730-796b-464a-ab59-51fde11d7844/1bb1ef8fc2e9a09dfc899af2b57f6c38.pem"
"09 Jun 24 18:18 UTC","905K","TransNexus, Inc.","https://certificates.clearip.com/7e9d4730-796b-464a-ab59-51fde11d7844/23ad55e88c2870d7dddc967a7a5bbd87.pem"
"12 Jun 24 18:18 UTC","905K","TransNexus, Inc.","https://certificates.clearip.com/7e9d4730-796b-464a-ab59-51fde11d7844/2714449fb95291e6d818ddef378b8a9c.pem"
"15 Jun 24 18:19 UTC","905K","TransNexus, Inc.","https://certificates.clearip.com/7e9d4730-796b-464a-ab59-51fde11d7844/319b843f65c70e906e18cf27130ef1bb.pem"
"06 Sep 24 06:02 UTC","029K","TransNexus, Inc.","https://certificates.clearip.com/7f0be90c-4263-43fc-b425-53c54b34cd5a/01b99806208b71d4e7f9bb4be33ca74b.pem"
"20 Nov 23 05:36 UTC","029K","TransNexus, Inc.","https://certificates.clearip.com/7f0be90c-4263-43fc-b425-53c54b34cd5a/1e91a41b04dd664ee0b93365d4482d62.pem"
"18 Aug 23 22:08 UTC","029K","TransNexus, Inc.","https://certificates.clearip.com/7f0be90c-4263-43fc-b425-53c54b34cd5a/46c7c724a0b1e12a5c9fd9b7bdd2b1ba.pem"
"07 Jan 24 05:40 UTC","029K","TransNexus, Inc.","https://certificates.clearip.com/7f0be90c-4263-43fc-b425-53c54b34cd5a/4b70d2329621d38074113190d36c1c92.pem"
"13 Jan 24 05:41 UTC","029K","TransNexus, Inc.","https://certificates.clearip.com/7f0be90c-4263-43fc-b425-53c54b34cd5a/4fea69ec65225f4e282ec5a79853c458.pem"
"05 Dec 23 05:37 UTC","029K","TransNexus, Inc.","https://certificates.clearip.com/7f0be90c-4263-43fc-b425-53c54b34cd5a/69a3fa778806a7a374c7d41db895bd59.pem"
"10 Jan 24 05:41 UTC","029K","TransNexus, Inc.","https://certificates.clearip.com/7f0be90c-4263-43fc-b425-53c54b34cd5a/81d00a6333a7fe683d2a40659336f4af.pem"
"22 Jan 24 05:42 UTC","029K","TransNexus, Inc.","https://certificates.clearip.com/7f0be90c-4263-43fc-b425-53c54b34cd5a/8f2c865541f238554a4341ff4bc6905a.pem"
"09 Oct 24 06:04 UTC","029K","TransNexus, Inc.","https://certificates.clearip.com/7f0be90c-4263-43fc-b425-53c54b34cd5a/9eb5ff2033a044056f9c323c37094068.pem"
"30 Aug 23 22:09 UTC","029K","TransNexus, Inc.","https://certificates.clearip.com/7f0be90c-4263-43fc-b425-53c54b34cd5a/bd7259ceb8b350fbeda2d3667c7bb455.pem"
"01 Oct 24 20:30 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/006d0a5aa33c9c168c49ea4c86c7ef74.pem"
"16 Oct 23 19:58 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/09fb737e11fa1b02fc43ed843d0b1074.pem"
"25 Sep 23 19:57 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/116aeb6564dac0d7bdf7964befeae216.pem"
"25 May 24 20:18 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/149f148ed2c53f7ae5aaabca7c50578b.pem"
"10 Sep 24 20:28 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/1e0a80ff2eb9cf66eccd25edf876ea1b.pem"
"22 Sep 24 20:29 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/3028bb6a02b05824f4a3b4b94d8f64e9.pem"
"04 Oct 24 20:30 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/366d06776f61cbe323bce5fbb6938c0d.pem"
"29 Aug 24 20:27 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/3e43237f0ff276cc623e8892a9900b04.pem"
"13 Sep 24 20:28 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/41560a87fc45fc63b374810842e09d2e.pem"
"02 Aug 24 20:25 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/5b01125162bbb5bfddb55a09d7da6c69.pem"
"15 Jul 24 20:23 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/657cf0c41ea7b323e12a00e734b93c59.pem"
"01 Oct 23 19:57 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/685ed5499bcf8b3a4c621855051fd0f3.pem"
"10 Feb 24 20:08 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/6ae7ba53de67720bccb35ca06863a66b.pem"
"24 Jun 24 20:21 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/783bf9ec0af2f71e38aa7ef2d29b739a.pem"
"25 Oct 23 19:59 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/8035487267a7c52fde6a9817d9f58d6f.pem"
"19 Sep 24 20:29 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/89a8baa155237e6ed4d96e81b2725526.pem"
"07 Feb 24 20:08 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/922dfa6772ececda5e865ddc58f5bdee.pem"
"04 Feb 24 20:07 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/928052bf1a33589202c822493985a978.pem"
"01 Sep 24 20:27 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/963f7b4b0c6408481aab994296590729.pem"
"31 May 24 20:19 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/97480ce3c72510ce85853f5c3f9f2dcd.pem"
"26 Aug 24 20:26 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/9bf3134e1fb9b5732e38cfd63db268c7.pem"
"12 Jun 24 20:21 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/a013930881dd3c8d2b76b365e6670298.pem"
"25 Sep 24 20:29 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/a0291e73be7d6c5c41ac8cf4134bf7fe.pem"
"06 Dec 23 20:03 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/a44f77ab6b05ad955442750aa6f4ea3a.pem"
"16 Sep 24 20:28 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/a5fb89c73f8e12426703d7f5f71e432b.pem"
"19 Sep 23 19:56 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/a775efe2e383ea7bb7d51fda2498db0d.pem"
"04 Sep 24 20:27 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/b182d270e37f928944e703e74960af8d.pem"
"06 Jul 24 20:22 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/b346ad1f15686d9ea049a2e3900474d0.pem"
"21 Jul 24 20:24 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/b366effecb31666194fdb1c7228d0f5a.pem"
"20 Aug 24 20:26 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/b692479cbbaa780d94e8f3d7195bc67a.pem"
"21 Dec 23 20:04 UTC","604K","TransNexus, Inc.","https://certificates.clearip.com/7f737783-bafd-48a8-a8f8-a4781781e950/bafebfeb49ba5986ba65980e6588d13f.pem"
