OCN,Org Name,CN,Cert
"558J","MYPBXManager LLC","MYPBXManager SHAKEN","https://www.mypbxmanager.net/local/PubShakenCert.crt"
"846K","Allure Telecom Inc.","alluretelecom.com","https://stir.alluretelecom.com/static/846K-cert.pem"
"867J","Edify","Edify SHAKEN","https://sti.edifylabs.net/04-24-2023.crt"
